rainfall_1h,rainfall_24h,rainfall_72h,slope_angle,soil_moisture_proxy,historical_landslide_count,landslide_occurred
45.35,219.86,403.79,29.7,63.7,5,1
1.52,11.64,57.24,34.3,19.1,5,0
25.6,92.88,139.05,31.6,38.4,9,0
7.85,66.22,158.0,28.6,38.1,7,0
4.13,17.3,88.06,27.4,28.4,7,0
9.55,53.02,115.64,34.6,36.3,9,0
6.54,23.0,136.45,19.9,49.2,5,0
7.85,48.87,153.29,38.0,37.7,18,0
52.09,247.01,434.64,28.7,57.9,9,1
46.61,205.79,363.79,23.0,63.8,10,1
5.51,69.24,162.28,28.4,37.2,10,0
1.34,15.08,32.57,42.1,33.8,10,0
10.14,44.29,95.94,27.7,27.1,13,0
4.44,31.06,63.79,34.9,32.8,6,0
1.54,56.76,171.16,26.2,37.1,9,0
5.89,26.89,83.19,38.1,41.6,6,0
17.41,71.98,97.53,37.5,28.3,5,0
0.51,28.37,84.21,46.8,43.4,3,0
0.69,14.18,37.36,30.6,25.9,9,0
11.14,51.64,136.72,37.3,37.9,3,0
0.7,12.64,40.04,32.8,32.5,5,0
0.24,43.62,98.5,42.4,25.9,3,0
2.57,94.53,165.57,26.2,41.4,4,0
3.77,17.52,63.15,38.0,24.9,6,0
5.06,36.61,78.69,30.4,28.6,4,0
4.25,21.89,45.67,31.5,25.0,4,0
14.66,67.65,131.33,32.7,36.0,7,0
8.78,32.14,82.64,34.0,30.9,4,0
24.74,87.73,303.39,31.1,47.5,4,0
3.88,49.19,103.7,33.7,31.0,8,0
0.53,4.26,34.24,44.6,15.0,9,0
18.68,78.93,212.81,39.9,46.2,8,0
0.02,79.35,194.57,39.0,47.9,9,0
8.98,134.75,234.37,28.4,44.4,4,0
0.19,5.15,35.83,24.9,15.6,9,0
66.41,226.13,524.37,39.6,76.2,7,1
16.68,91.51,189.62,39.0,35.1,5,0
2.96,23.43,86.59,43.8,29.6,8,0
1.65,69.67,117.59,27.2,35.2,5,0
1.54,39.36,112.0,30.2,33.9,4,0
4.06,47.15,87.23,18.9,34.1,9,0
1.12,11.34,23.23,28.9,23.1,3,0
6.71,44.41,136.64,40.0,34.5,8,0
2.76,24.12,74.17,28.3,31.1,10,0
2.34,15.73,39.3,37.1,23.6,10,0
3.71,13.79,39.84,30.5,20.5,3,0
50.49,192.13,300.96,34.6,52.4,8,1
0.92,8.65,18.51,22.8,16.2,8,0
7.38,35.25,80.25,32.7,27.6,5,0
12.87,39.33,90.68,12.0,22.2,12,0
1.95,14.81,42.95,30.5,21.5,5,0
1.19,19.7,95.54,19.0,27.0,7,0
68.33,259.36,509.45,41.6,66.0,9,1
1.22,13.2,27.39,38.2,28.2,3,0
0.25,60.49,188.72,35.7,44.0,4,0
60.68,213.56,436.1,44.2,70.2,11,1
1.64,43.59,81.48,24.4,27.2,9,0
1.13,68.03,138.23,46.0,31.7,3,0
23.97,85.47,202.92,39.5,44.3,6,0
2.07,20.02,59.47,30.1,26.6,7,0
14.03,66.3,187.84,41.1,39.4,8,0
1.18,15.97,44.96,23.1,15.0,10,0
10.25,38.07,170.96,25.4,40.9,5,0
62.56,254.6,375.01,27.1,60.6,6,1
0.49,4.97,8.68,27.8,20.8,6,0
44.4,312.43,441.26,23.5,68.2,8,1
13.36,80.27,160.34,41.8,39.0,7,0
1.07,25.65,39.92,29.9,20.5,12,0
7.76,34.92,65.13,34.8,25.4,8,0
3.53,28.68,45.08,27.4,19.5,7,0
8.41,34.76,87.26,17.4,36.0,7,0
7.51,27.63,73.5,34.2,32.2,4,0
0.16,44.95,95.34,16.7,25.5,5,0
1.18,15.13,68.59,31.5,30.0,6,0
3.82,25.82,76.15,21.1,29.0,6,0
16.27,102.58,315.83,47.9,48.2,4,1
2.51,12.92,83.25,39.3,28.9,6,0
5.95,41.67,185.12,32.8,42.8,5,0
0.07,21.88,157.65,42.1,40.5,5,0
7.45,42.54,88.27,25.2,40.5,8,0
5.54,65.21,113.14,36.3,31.8,5,0
7.54,103.16,161.59,33.6,35.0,6,0
14.1,51.31,131.4,34.1,36.0,8,0
0.95,19.37,41.48,42.2,23.2,6,0
1.82,25.0,76.79,37.9,24.8,5,0
32.81,175.67,307.65,34.3,46.1,6,1
1.02,31.74,53.74,18.8,15.0,5,0
37.88,167.56,240.89,24.3,47.8,3,0
7.75,24.17,148.42,31.0,26.7,3,0
6.89,96.16,170.11,32.7,32.6,7,1
1.55,12.41,97.67,23.0,31.2,6,0
1.45,29.39,67.97,51.3,25.2,7,0
6.59,70.14,153.19,44.1,46.1,2,0
1.24,12.36,33.29,36.8,15.8,9,0
6.5,42.16,78.46,32.6,39.0,1,0
4.07,19.34,257.59,30.3,52.7,9,0
2.93,100.24,189.67,24.4,43.5,10,0
2.14,10.13,21.23,32.6,29.3,9,0
17.69,87.84,197.05,34.1,41.7,6,0
4.26,34.95,117.49,22.1,23.2,6,0
4.94,60.21,253.25,34.7,47.9,7,0
17.89,65.71,179.17,30.8,30.5,7,0
